requested_hot_wall_temperature_K,cea_wall_temperature_K,wall_enthalpy_J_per_kg,wall_conductivity_W_per_m_K,wall_cp_J_per_kg_K,reference_enthalpy_J_per_kg,reference_temperature_K,reference_conductivity_W_per_m_K,reference_cp_J_per_kg_K,reference_viscosity_Pa_s,reference_Prandtl,solid_water_mole_fraction,liquid_water_mole_fraction
181.7000000000004,181.7000000000004,-15665583.421471901,0.11901936401031006,13412.009475084631,-11259272.096147306,835.0720733758352,0.1477726165720329,2852.8947132265052,3.170409747497114e-05,0.612078571606487,0.6620775776820794,0.0
181.7500000000004,181.7500000000004,-15665472.212626034,0.11905197457862024,13412.5464298729,-11259216.491724372,835.0916403107757,0.1477759491581961,2852.908934968772,3.1704827201056696e-05,0.6120819072304292,0.6620775776820794,0.0
181.8000000000004,181.8000000000004,-15665361.003780168,0.11908459408202411,13413.08340615835,-11259160.887301438,835.1112071382066,0.14777928173277025,2852.9231567702695,3.170555691821763e-05,0.612085242732796,0.6620775776820794,0.0
181.85000000000042,181.85000000000042,-15665249.794934299,0.11911722252296977,13413.620403941848,-11259105.282878503,835.1307738680124,0.14778261429744188,2852.937378638213,3.1706286626822555e-05,0.6120885781152727,0.6620775776820794,0.0
181.90000000000043,181.90000000000043,-15665138.586088432,0.11914985990390611,13414.157423224253,-11259049.67845557,835.150340500361,0.14778594685223576,2852.9516005726764,3.170701632687782e-05,0.6120919133779028,0.6620775776820794,0.0
181.95000000000044,181.95000000000044,-15665027.377242565,0.11918250622728262,13414.694464006423,-11258994.074032638,835.169551270782,0.14778921880378434,2852.965563983859,3.1707732750962554e-05,0.6120951878810728,0.6620775776820794,0.0
182.00000000000045,182.00000000000045,-15664916.168396696,0.11921516149554946,13415.231526289219,-11258938.469609704,835.1891177198394,0.1477925513406839,2852.9797860573626,3.1708462434441375e-05,0.6120985229078857,0.6620775776820794,0.0
182.05000000000047,182.05000000000047,-15664804.95955083,0.11924782571115747,13415.768610073505,-11258882.86518677,835.208684061322,0.14779588386598005,2852.994008190011,3.1709192108993336e-05,0.6121018578131567,0.6620775776820794,0.0
182.10000000000048,182.10000000000048,-15664693.750704963,0.11928049887655816,13416.30571536014,-11258827.260763835,835.2282503052287,0.14779921638138038,2853.0082303891145,3.1709921774991355e-05,0.6121051925985886,0.6620775776820794,0.0
182.1500000000005,182.1500000000005,-15664582.541859096,0.11931318099420374,13416.842842149985,-11258771.656340903,835.2478164516315,0.14780254888689348,2853.022452654694,3.1710651432438137e-05,0.6121085272642097,0.6620775776820794,0.0
182.2000000000005,182.2000000000005,-15664471.333013227,0.11934587206654708,13417.3799904439,-11258716.051917968,835.2670267450131,0.1478058207900693,2853.036416391015,3.171136781469192e-05,0.6121118011812746,0.6620775776820794,0.0
182.2500000000005,182.2500000000005,-15664360.12416736,0.11937857209604168,13417.917160242749,-11258660.447495036,835.2865927081227,0.14780915327768426,2853.050638795589,3.171209745556251e-05,0.612115135611161,0.6620775776820794,0.0
182.30000000000052,182.30000000000052,-15664248.915321494,0.11941128108514175,13418.454351547389,-11258604.843072101,835.3061585636533,0.14781248575369502,2853.064861259296,3.171282708750628e-05,0.6121184699195437,0.6620775776820794,0.0
